,AVAILABILITY,CATEGORY,COVER,N° OF REVIEWS,PRICE,PRICE (excl tax),PRICE (incl tax),PRODUCT_TYPE,STOCK,TAX,TITLE,UPC,reviews
298,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/../../media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg,0,14.75,14.75,14.75,Books,14,0.00,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981,Five
299,In stock (14 available),default_15,http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/../../media/cache/0d/e9/0de97404e7bbd00d7aa6cd429b0de1da.jpg,0,47.02,47.02,47.02,Books,14,0.00,"Hush, Hush (Hush, Hush #1)",6b6cd77fbc91b7a6,Three
300,In stock (14 available),romance_8,http://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/../../media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg,0,28.82,28.82,28.82,Books,14,0.00,Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5,One
301,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/hamilton-the-revolution_699/../../media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg,0,58.79,58.79,58.79,Books,14,0.00,Hamilton: The Revolution,afa829857f82f99e,Three
302,In stock (14 available),default_15,http://books.toscrape.com/catalogue/greek-mythic-history_698/../../media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg,0,10.23,10.23,10.23,Books,14,0.00,Greek Mythic History,f201f263d8c23f97,Five
303,In stock (14 available),religion_12,http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/../../media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,0,30.03,30.03,30.03,Books,14,0.00,God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68,Five
304,In stock (14 available),historical-fiction_4,http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/../../media/cache/06/ac/06ac98df817412ce2419c4509fa98c80.jpg,0,45.84,45.84,45.84,Books,14,0.00,Glory over Everything: Beyond The Kitchen House,de4b403cb629a29f,Three
305,In stock (14 available),art_25,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/../../media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg,0,49.05,49.05,49.05,Books,14,0.00,Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a,Three
306,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/../../media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg,0,15.06,15.06,15.06,Books,14,0.00,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",ac4dde0d1be05de0,Four
307,In stock (14 available),default_15,http://books.toscrape.com/catalogue/every-last-word_693/../../media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg,0,46.47,46.47,46.47,Books,14,0.00,Every Last Word,a2bd4ca82d908442,Three
308,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/../../media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg,0,27.09,27.09,27.09,Books,14,0.00,Eligible (The Austen Project #4),9eaf58b03a2779cc,Three
309,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/el-deafo_691/../../media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg,0,57.62,57.62,57.62,Books,14,0.00,El Deafo,27c5968fe43cc06e,Five
310,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/eight-hundred-grapes_690/../../media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg,0,14.39,14.39,14.39,Books,14,0.00,Eight Hundred Grapes,1d6dd0c87d90fe92,Four
311,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/../../media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg,0,51.75,51.75,51.75,Books,14,0.00,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",a01f6d368ef64dc5,Five
312,In stock (14 available),health_47,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/../../media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg,0,54.07,54.07,54.07,Books,14,0.00,"Eat Fat, Get Thin",047dfa57ba0bf638,Two
313,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/dont-get-caught_687/../../media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg,0,55.35,55.35,55.35,Books,14,0.00,Don't Get Caught,ad2887ce04583910,One
314,In stock (14 available),horror_31,http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/../../media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg,0,40.12,40.12,40.12,Books,14,0.00,Doctor Sleep (The Shining #2),bf5de316a5e9a4ab,Two
315,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/../../media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg,0,37.51,37.51,37.51,Books,14,0.00,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01,Five
316,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/dear-mr-knightley_684/../../media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg,0,11.21,11.21,11.21,Books,14,0.00,Dear Mr. Knightley,94a958ea126cdcd5,Five
317,In stock (14 available),default_15,http://books.toscrape.com/catalogue/daily-fantasy-sports_683/../../media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg,0,36.58,36.58,36.58,Books,14,0.00,Daily Fantasy Sports,0e94a089328be4bc,One
318,In stock (14 available),christian_43,http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/../../media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg,0,47.72,47.72,47.72,Books,14,0.00,Crazy Love: Overwhelmed by a Relentless God,4b9d9cfe0f435788,Two
319,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/../../media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg,0,25.01,25.01,25.01,Books,14,0.00,Cometh the Hour (The Clifton Chronicles #6),28cf0d1c51b491e5,Three
320,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/../../media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,0,22.13,22.13,22.13,Books,14,0.00,Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd,Four
321,In stock (14 available),default_15,http://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/../../media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg,0,44.14,44.14,44.14,Books,14,0.00,Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec,One
322,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/../../media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg,0,56.02,56.02,56.02,Books,14,0.00,City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b,Four
323,In stock (14 available),default_15,http://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/../../media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg,0,11.23,11.23,11.23,Books,14,0.00,City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae,Four
324,In stock (14 available),default_15,http://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/../../media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg,0,43.28,43.28,43.28,Books,14,0.00,City of Bones (The Mortal Instruments #1),5b987e54ee72525c,One
325,In stock (14 available),default_15,http://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/../../media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg,0,47.27,47.27,47.27,Books,14,0.00,City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2,One
326,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/cell_674/../../media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,0,20.29,20.29,20.29,Books,14,0.00,Cell,bfbb54bc8cdeed2b,Four
327,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/../../media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg,0,50.83,50.83,50.83,Books,14,0.00,Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d,Three
328,In stock (14 available),default_15,http://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/../../media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg,0,31.85,31.85,31.85,Books,14,0.00,"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045,Three
329,In stock (14 available),default_15,http://books.toscrape.com/catalogue/carrie_671/../../media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg,0,46.23,46.23,46.23,Books,14,0.00,Carrie,5f22418922fa728b,Two
330,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/../../media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg,0,37.80,37.80,37.80,Books,14,0.00,Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c,Four
331,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/../../media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg,0,49.32,49.32,49.32,Books,14,0.00,Brain on Fire: My Month of Madness,a80f66b254fe9eb3,Five
332,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/batman-europa_668/../../media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg,0,32.01,32.01,32.01,Books,14,0.00,Batman: Europa,bf68dcb5fad3cc8c,Two
333,In stock (14 available),food-and-drink_33,http://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/../../media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg,0,28.01,28.01,28.01,Books,14,0.00,Barefoot Contessa Back to Basics,999912e63a3262ae,One
334,In stock (14 available),food-and-drink_33,http://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/../../media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg,0,50.62,50.62,50.62,Books,14,0.00,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc,Five
335,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/balloon-animals_665/../../media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg,0,17.03,17.03,17.03,Books,14,0.00,Balloon Animals,9b65f676984c9f0c,Three
336,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/art-ops-vol-1_664/../../media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg,0,48.80,48.80,48.80,Books,14,0.00,Art Ops Vol. 1,ffdc825785c0ede8,Three
337,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/../../media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg,0,58.14,58.14,58.14,Books,14,0.00,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42,Four
338,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/../../media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,0,34.20,34.20,34.20,Books,14,0.00,Angels Walking (Angels Walking #1),1fbb5f786e53a0ce,Two
339,In stock (14 available),default_15,http://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/../../media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg,0,51.48,51.48,51.48,Books,14,0.00,Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce,Three
340,In stock (14 available),historical_42,http://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/../../media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg,0,29.87,29.87,29.87,Books,14,0.00,All the Light We Cannot See,39861fc1c0845d15,Five
341,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/../../media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg,0,10.90,10.90,10.90,Books,14,0.00,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62,Two
342,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/abstract-city_658/../../media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg,0,56.37,56.37,56.37,Books,14,0.00,Abstract City,cf1aa2fc02a7d1e0,Five
343,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/../../media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg,0,48.35,48.35,48.35,Books,14,0.00,A Time of Torment (Charlie Parker #14),4416c474713ec1f5,Five
344,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/../../media/cache/27/40/274003f2720f82844873945b87af6c19.jpg,0,16.73,16.73,16.73,Books,14,0.00,A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8,Two
345,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/../../media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,0,56.48,56.48,56.48,Books,14,0.00,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c,Two
346,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/../../media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,0,40.79,40.79,40.79,Books,14,0.00,A People's History of the United States,1ad06aed9349af46,Two
347,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/a-man-called-ove_653/../../media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg,0,39.72,39.72,39.72,Books,14,0.00,A Man Called Ove,8682c03de6a844ff,One
348,In stock (14 available),history_32,http://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/../../media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg,0,14.58,14.58,14.58,Books,14,0.00,A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3,Three
349,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/../../media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,0,55.51,55.51,55.51,Books,14,0.00,A Brush of Wings (Angels Walking #3),01a177623cce9596,One
350,In stock (14 available),history_32,http://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/../../media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg,0,21.80,21.80,21.80,Books,14,0.00,1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e,Three
351,In stock (13 available),default_15,http://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/../../media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg,0,13.33,13.33,13.33,Books,13,0.00,"The Three Searches, Meaning, and the Story",ac5e0d3938caf686,Three
352,In stock (13 available),fantasy_19,http://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/../../media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,0,38.73,38.73,38.73,Books,13,0.00,Searching for Meaning in Gailana,2f0213137a80d485,One
353,In stock (13 available),add-a-comment_18,http://books.toscrape.com/catalogue/rook_647/../../media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,0,37.86,37.86,37.86,Books,13,0.00,Rook,44d97b6707dae3f0,Four
354,In stock (13 available),food-and-drink_33,http://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/../../media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,0,11.53,11.53,11.53,Books,13,0.00,My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d,Two
355,In stock (13 available),nonfiction_13,http://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/../../media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg,0,27.06,27.06,27.06,Books,13,0.00,13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80,One
356,In stock (12 available),womens-fiction_9,http://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/../../media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg,0,13.86,13.86,13.86,Books,12,0.00,Will You Won't You Want Me?,077b635ff2afc578,Three
357,In stock (12 available),science_22,http://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/../../media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,0,37.55,37.55,37.55,Books,12,0.00,Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e,One
358,In stock (12 available),fantasy_19,http://books.toscrape.com/catalogue/the-star-touched-queen_642/../../media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,0,32.30,32.30,32.30,Books,12,0.00,The Star-Touched Queen,4a7a25be293ad678,Five
359,In stock (12 available),fiction_10,http://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/../../media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg,0,46.29,46.29,46.29,Books,12,0.00,The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4,Five
360,In stock (12 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/../../media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,0,26.20,26.20,26.20,Books,12,0.00,The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc,One
361,In stock (12 available),nonfiction_13,http://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/../../media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,0,33.26,33.26,33.26,Books,12,0.00,The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf,Two
362,In stock (12 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/../../media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,0,59.15,59.15,59.15,Books,12,0.00,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f,Four
363,In stock (12 available),psychology_26,http://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/../../media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,0,39.43,39.43,39.43,Books,12,0.00,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82,One
364,In stock (12 available),young-adult_21,http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/../../media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,0,14.44,14.44,14.44,Books,12,0.00,The Epidemic (The Program 0.6),f732d7d18a91d2ba,Five
365,In stock (12 available),fiction_10,http://books.toscrape.com/catalogue/the-dinner-party_635/../../media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,0,56.54,56.54,56.54,Books,12,0.00,The Dinner Party,c6ca293d4810e0d5,Two
366,In stock (12 available),nonfiction_13,http://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/../../media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,0,59.90,59.90,59.90,Books,12,0.00,The Diary of a Young Girl,54fc03f1e1d355db,Three
367,In stock (12 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-children_633/../../media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,0,11.88,11.88,11.88,Books,12,0.00,The Children,64fd010bf8d15096,Three
